Token	NER
Trocar	O
quieren	O
dos	O
estrellas	O
alegres	O
Francia	B-LOC
y	O
España	B-LOC
yendo	O
Júpiter	O
por	O
ellas	O
yenelmarquealasdosbaña	O
Parte	O
XI	O
lucindo	O
lauso	O
marcelo	O
poner	O
colunas	O
tan	O
bellas	O
Alégrase	O
cuanto	O
vive	O
con	O
las	O
estrellas	O
hermosas	O
que	O
la	O
blanca	O
paz	O
recibe	O
y	O
a	O
las	O
entregas	O
dichosas	O
triunfos	O
España	B-LOC
apercibe	O
No	O
gozara	O
del	O
laurel	O
de	O
este	O
divino	O
tesoro	O
a	O
no	O
tener	O
para	O
él	O
Ana	O
celestial	O
el	O
oro	O
de	O
lo	O
que	O
vale	O
Isabel	O
El	O
mismo	O
peso	O
apercibe	O
y	O
en	O
este	O
cambio	O
real	O
donde	O
la	O
partida	O
escribe	O
claro	O
está	O
que	O
queda	O
igual	O
pues	O
dando	O
lo	O
que	O
recibe	O
Llevan	O
a	O
Francia	B-LOC
el	O
aurora	O
que	O
de	O
Francia	B-LOC
viene	O
a	O
España	B-LOC
cuyos	O
pies	O
Madrid	B-LOC
adora	O
y	O
así	O
España	B-LOC
en	O
esta	O
hazaña	O
lo	O
que	O
le	O
falta	O
atesora	O
Con	O
esto	O
a	O
enigma	O
tan	O
alta	O
ha	O
satisfecho	O
Isabel	O
que	O
aunque	O
su	O
sol	O
le	O
hace	O
falta	O
en	O
el	O
que	O
viene	O
por	O
él	O
le	O
queda	O
lo	O
que	O
le	O
falta	O
Confieso	O
sin	O
invención	O
de	O
envidia	O
o	O
lisonja	O
vana	O
que	O
lo	O
difícil	O
allana	O
con	O
toda	O
satisfación	O
y	O
que	O
ese	O
verso	O
tercero	O
que	O
imposible	O
parecía	O
está	O
más	O
claro	O
que	O
el	O
día	O
Marcelo	O
un	O
traslado	O
quiero	O
para	O
enviar	O
a	O
Madrid	B-LOC
Vuestro	O
es	O
el	O
papel	O
y	O
el	O
dueño	O
lauso	O
fabio	O
marcelo	O
fabio	O
marcelo	O
fabio	O
marcelo	O
fabio	O
marcelo	O
fabio	O
nuevas	O
de	O
Madrid	B-LOC
si	O
allá	O
asegure	O
un	O
ausente	O
Vanse	O
y	O
sale	O
Fabio	O
Dame	O
los	O
dos	O
pies	O
Detente	O
Pues	O
que	O
quieres	O
Darme	O
un	O
pie	O
después	O
de	O
tanta	O
porfía	O
de	O
tales	O
postas	O
causada	O
que	O
traigo	O
desmantelada	O
a	O
toda	O
Fuenterrabía	B-LOC
Cartas	O
presto	O
Una	O
dirás	O
Si	O
es	O
de	O
Belisa	O
esa	O
sobra	O
Paso	O
que	O
rompes	O
la	O
obra	O
Parece	O
que	O
loco	O
estás	O
Quien	O
inventó	O
las	O
cubiertas	O
despacio	O
debía	O
de	O
estar	O
Antes	O
se	O
habían	O
de	O
usar	O
de	O
ante	O
o	O
hierro	O
como	O
puertas	O
Ninguna	O
cosa	O
decía	O
Fabio	O
es	O
este	O
Cielo	O
es	O
sueño	O
Por	O
palacio	O
os	O
divertid	O
pues	O
hay	O
un	O
año	O
que	O
ver	O
en	O
solo	O
un	O
aparador	O
del	O
Duque	O
que	O
con	O
temor	O
de	O
ausente	O
aguardo	O
a	O
saber	O
No	O
sé	O
marcelo	O
fabio	O
marcelo	O
fabio	O
un	O
cortesano	O
por	O
ellas	O
que	O
más	O
bien	O
a	O
las	O
doncellas	O
propiamente	O
parecía	O
Y	O
ansí	O
puede	O
ser	O
que	O
tema	O
algún	O
amante	O
casado	O
que	O
el	O
sobrescrito	O
quitado	O
se	O
le	O
den	O
con	O
otra	O
nema	O
Fuego	O
de	O
Dios	O
en	O
ella	O
y	O
en	O
mis	O
ojos	O
Fuego	O
de	O
Dios	O
en	O
quien	O
de	O
ausencia	O
fía	O
Habla	O
bajo	O
de	O
fuego	O
con	O
enojos	O
que	O
anda	O
en	O
esta	O
jornada	O
noche	O
y	O
día	O
y	O
no	O
sabiendo	O
que	O
es	O
de	O
tus	O
antojos	O
la	O
vizcaína	O
gente	O
con	O
porfía	O
de	O
apagarle	O
cual	O
suele	O
cuando	O
dura	O
dirá	O
en	O
vascuence	O
a	O
voces	O
«ura	O
ura»	O
Ura	O
y	O
agua	O
y	O
cristal	O
y	O
nieve	O
y	O
hielo	O
y	O
la	O
cicuta	O
más	O
helada	O
y	O
fría	O
y	O
el	O
alma	O
de	O
Belisa	O
en	O
quien	O
el	O
cielo	O
puso	O
la	O
Citia	O
donde	O
el	O
sol	O
se	O
enfría	O
no	O
me	O
podrán	O
templar	O
ni	O
dar	O
consuelo	O
tal	O
es	O
mi	O
fuego	O
y	O
la	O
desdicha	O
mía	O
yo	O
soy	O
la	O
esfera	O
elementar	O
mi	O
pecho	O
es	O
la	O
región	O
adonde	O
el	O
rayo	O
es	O
hecho	O
Para	O
esto	O
vine	O
yo	O
con	O
tanta	O
costa	O
marcelo	O
fabio	O
marcelo	O
fabio	O
marcelo	O
fabio	O
marcelo	O
fabio	O
marcelo	O
fabio	O
marcelo	O
rompiendo	O
cinchas	O
Bravo	O
premio	O
espero	O
Siempre	O
vienen	O
los	O
males	O
por	O
la	O
posta	O
que	O
nunca	O
el	O
bien	O
se	O
precia	O
de	O
ligero	O
Pues	O
qué	O
es	O
aquesto	O
Hay	O
moros	O
en	O
la	O
costa	O
Hay	O
celos	O
hay	O
galán	O
Fabio	O
yo	O
muero	O
casada	O
dice	O
aquí	O
que	O
está	O
Belisa	O
Tan	O
aprisa	O
casada	O
Tan	O
aprisa	O
Vive	O
Dios	O
que	O
es	O
picón	O
y	O
martelazo	O
por	O
hacerte	O
volver	O
No	O
sé	O
si	O
el	O
viento	O
corre	O
el	O
campo	O
del	O
mar	O
en	O
menos	O
plazo	O
que	O
yo	O
a	O
Madrid	B-LOC
a	O
ver	O
su	O
casamiento	O
Y	O
si	O
en	O
lugar	O
del	O
esperado	O
abrazo	O
hallas	O
el	O
novio	O
en	O
el	O
nupcial	O
asiento	O
qué	O
tan	O
bien	O
nos	O
saldrá	O
la	O
diligencia	O
De	O
imposibles	O
se	O
forma	O
la	O
paciencia	O
Pues	O
ya	O
de	O
las	O
entregas	O
pasó	O
el	O
día	O
pedir	O
licencia	O
y	O
que	O
corramos	O
quiero	O
a	O
ver	O
si	O
es	O
la	O
ocasión	O
que	O
yo	O
temía	O
Otra	O
vez	O
postas	O
Bueno	O
va	O
el	O
pandero	O
Montes	O
de	O
La	O
Bureba	O
que	O
la	O
fría	O
Castilla	B-LOC
dividís	O
con	O
hielo	O
fiero	O
cuán	O
bien	O
pues	O
nunca	O
os	O
viste	O
hierba	O
verde	O
mi	O
amor	O
en	O
vos	O
las	O
esperanzas	O
pierde	O
Creced	O
Ebro	O
que	O
vais	O
a	O
Zaragoza	B-LOC
fabio	O
fineo	O
belisa	O
fineo	O
con	O
mi	O
amoroso	O
llanto	O
y	O
vos	O
oh	O
sierra	O
de	O
Guadarrama	O
que	O
otro	O
cielo	O
goza	O
abrid	O
el	O
paso	O
a	O
mi	O
amorosa	O
guerra	O
Dejadme	O
a	O
mí	O
pasar	O
montes	O
de	O
Poza	O
ah	O
los	O
nabos	O
del	O
alta	O
Somosierra	O
que	O
al	O
tiple	O
del	O
amor	O
de	O
aqueste	O
loco	O
de	O
posta	O
en	O
postillón	O
los	O
bajos	O
toco	O
[Váyanse	O
Marcelo	O
y	O
Fabio]	O
Salen	O
Fineo	O
y	O
Belisa	O
Estoy	O
tan	O
agradecido	O
a	O
la	O
merced	O
que	O
me	O
has	O
hecho	O
que	O
de	O
que	O
tenga	O
mi	O
pecho	O
sola	O
una	O
alma	O
estoy	O
corrido	O
que	O
quisiera	O
que	O
tuviera	O
tantas	O
como	O
tú	O
me	O
pones	O
deseos	O
y	O
obligaciones	O
Nunca	O
Fineo	O
pidiera	O
más	O
de	O
un	O
alma	O
a	O
quien	O
amara	O
que	O
es	O
lo	O
demás	O
confusión	O
Juzga	O
la	O
buena	O
intención	O
y	O
en	O
el	O
deseo	O
repara	O
A	O
mis	O
parientes	O
he	O
dado	O
cuenta	O
de	O
este	O
casamiento	O
y	O
todos	O
con	O
gran	O
contento	O
le	O
han	O
recebido	O
y	O
honrado	O
Con	O
tu	O
licencia	O
vendrán	O
para	O
hacer	O
las	O
escrituras	O
belisa	O
Cuándo	O
tantas	O
desventuras	O
fin	O
a	O
mis	O
penas	O
darán	O
Pero	O
bien	O
alma	O
ofendida	O
podéis	O
tener	O
sufrimiento	O
pues	O
aqueste	O
casamiento	O
ha	O
de	O
quitarme	O
la	O
vida	O
Sale	O
Liseo	O
Aquí	O
hermana	O
cierta	O
dama	O
viene	O
a	O
darte	O
el	O
parabién	O
y	O
podrá	O
darle	O
muy	O
bien	O
pues	O
la	O
hermosura	O
se	O
llama	O
bien	O
de	O
la	O
naturaleza	O
Es	O
deuda	O
vuestra	O
No	O
sé	O
Quién	O
era	O
le	O
pregunté	O
ciego	O
de	O
tanta	O
belleza	O
a	O
un	O
escudero	O
o	O
crïado	O
que	O
del	O
coche	O
la	O
sacó	O
y	O
Rosela	O
respondió	O
hija	O
de	O
Otavio	O
El	O
cuidado	O
de	O
su	O
hermano	O
habrá	O
nacido	O
que	O
es	O
el	O
amigo	O
mayor	O
que	O
tengo	O
Vengose	O
amor	O
de	O
mi	O
mudanza	O
y	O
olvido	O
Pues	O
ni	O
olvido	O
ni	O
mudanza	O
puedo	O
hallar	O
contra	O
Marcelo	O
ni	O
entre	O
montañas	O
de	O
hielo	O
hallará	O
mi	O
ardor	O
templanza	O
Sale	O
Rosela	O
y	O
acompañamiento	O
Parte	O
XI	O
liseo	O
belisa	O
fineo	O
liseo	O
fineo	O
belisa	O
rosela	O
A	O
daros	O
el	O
parabién	O
vengo	O
mas	O
con	O
más	O
razón	O
le	O
da	O
vuestra	O
perfeción	O
a	O
quien	O
os	O
le	O
da	O
también	O
Gozad	O
del	O
señor	O
Fineo	O
y	O
las	O
prendas	O
que	O
aquí	O
están	O
mil	O
años	O
que	O
sí	O
serán	O
si	O
son	O
las	O
de	O
mi	O
deseo	O
Debo	O
a	O
Lisardo	O
mi	O
hermano	O
el	O
bien	O
de	O
veros	O
Dejad	O
cumplimientos	O
y	O
tratad	O
en	O
estilo	O
humilde	O
y	O
llano	O
esta	O
vuestra	O
servidora	O
No	O
dejaremos	O
Liseo	O
estas	O
damas	O
Un	O
deseo	O
tan	O
tierno	O
que	O
nace	O
agora	O
en	O
los	O
ojos	O
de	O
Rosela	O
me	O
mandaba	O
detener	O
Bien	O
puede	O
llegar	O
a	O
ser	O
mayor	O
de	O
lo	O
que	O
desea	O
porque	O
a	O
fe	O
que	O
es	O
casamiento	O
de	O
más	O
valor	O
que	O
pensáis	O
Si	O
os	O
caso	O
y	O
vos	O
me	O
casáis	O
pagaréis	O
mi	O
pensamiento	O
Darele	O
un	O
tiento	O
a	O
su	O
hermano	O
Váyanse	O
Liseo	O
y	O
Fineo	O
Mucho	O
me	O
huelgo	O
de	O
veros	O
Yo	O
tanto	O
de	O
conoceros	O
que	O
lo	O
encareciera	O
en	O
vano	O
belisa	O
fineo	O
liseo	O
fineo	O
liseo	O
fineo	O
belisa	O
rosela	O
Parte	O
XI	O
belisa	O
rosela	O
Acertáis	O
en	O
la	O
eleción	O
de	O
Fineo	O
de	O
tal	O
modo	O
que	O
en	O
sus	O
partes	O
hay	O
el	O
todo	O
de	O
vuestra	O
imaginación	O
Años	O
ha	O
que	O
el	O
amistad	O
que	O
con	O
mi	O
hermano	O
profesa	O
nos	O
dice	O
con	O
voz	O
expresa	O
su	O
nobleza	O
y	O
su	O
bondad	O
Huélgome	O
que	O
vuestro	O
empleo	O
acertase	O
en	O
su	O
valor	O
Ya	O
presumo	O
que	O
mejor	O
cupiera	O
en	O
vuestro	O
deseo	O
que	O
de	O
suerte	O
le	O
alabáis	O
que	O
creo	O
que	O
habéis	O
venido	O
celosa	O
y	O
si	O
aquesto	O
ha	O
sido	O
a	O
tan	O
buen	O
tiempo	O
llegáis	O
que	O
os	O
le	O
alargo	O
desde	O
aquí	O
Ay	O
Belisa	O
no	O
penséis	O
que	O
habéis	O
visto	O
ni	O
aun	O
veréis	O
el	O
fuego	O
que	O
vive	O
en	O
mí	O
Confieso	O
que	O
tengo	O
amor	O
pero	O
amor	O
tan	O
diferente	O
que	O
ingrato	O
traidor	O
y	O
ausente	O
le	O
llora	O
mi	O
ciego	O
error	O
Y	O
porque	O
perdáis	O
los	O
celos	O
y	O
agradezcáis	O
la	O
visita	O
sabed	O
que	O
el	O
alma	O
me	O
quita	O
por	O
el	O
rigor	O
de	O
los	O
cielos	O
un	O
mancebo	O
un	O
caballero	O
que	O
de	O
la	O
casa	O
de	O
Sessa	O
es	O
hechura	O
aunque	O
profesa	O
ser	O
tirano	O
injusto	O
y	O
fiero	O
Este	O
que	O
con	O
invención	O
entró	O
en	O
mi	O
casa	O
a	O
inquietarme	O
puede	O
aunque	O
ausente	O
matarme	O
tales	O
sus	O
méritos	O
son	O
belisa	O
rosela	O
belisa	O
fabio	O
marcelo	O
belisa	O
marcelo	O
belisa	O
marcelo	O
rosela	O
belisa	O
Mirad	O
si	O
estaréis	O
segura	O
de	O
quien	O
agora	O
sabéis	O
el	O
nombre	O
[Le	O
habla	O
al	O
oído]	O
Qué	O
me	O
queréis	O
desdichas	O
Soy	O
piedra	O
dura	O
Soy	O
diamante	O
o	O
soy	O
mujer	O
Esto	O
me	O
faltaba	O
agora	O
Qué	O
decís	O
Que	O
sois	O
señora	O
tan	O
venturosa	O
en	O
querer	O
a	O
Marcelo	O
como	O
yo	O
Mas	O
contadme	O
cómo	O
ha	O
sido	O
Salen	O
Marcelo	O
y	O
Fabio	O
Atrevimiento	O
has	O
tenido	O
Ninguno	O
que	O
amó	O
temió	O
Esperad	O
que	O
no	O
sé	O
quién	O
ha	O
entrado	O
en	O
el	O
aposento	O
Yo	O
soy	O
Hay	O
atrevimiento	O
como	O
el	O
tuyo	O
El	O
brazo	O
ten	O
porque	O
vive	O
ingrata	O
el	O
cielo	O
que	O
no	O
has	O
de	O
casarte	O
Hay	O
cosa	O
más	O
estraña	O
y	O
espantosa	O
Belisa	O
aqueste	O
es	O
Marcelo	O
Si	O
estás	O
loco	O
habrá	O
muy	O
presto	O
quien	O
te	O
encierre	O
y	O
te	O
castigue	O
pero	O
hasta	O
que	O
te	O
obligue	O
rosela	O
liseo	O
fabio	O
marcelo	O
liseo	O
marcelo	O
fabio	O
liseo	O
marcelo	O
liseo	O
marcelo	O
Sale	O
Liseo	O
Rosela	O
Traidor	O
Qué	O
es	O
esto	O
El	O
diablo	O
nos	O
trajo	O
acá	O
Oh	O
Liseo	O
en	O
este	O
punto	O
llego	O
y	O
por	O
vos	O
le	O
pregunto	O
a	O
Belisa	O
que	O
ya	O
está	O
según	O
me	O
dice	O
casada	O
Casada	O
no	O
mas	O
tratamos	O
casalla	O
A	O
buen	O
tiempo	O
entramos	O
Fabio	O
Si	O
hallamos	O
posada	O
mas	O
yo	O
creo	O
que	O
tenemos	O
de	O
ir	O
a	O
dormir	O
al	O
pajar	O
Conmigo	O
habéis	O
de	O
cenar	O
que	O
convidados	O
tenemos	O
los	O
deudos	O
del	O
desposado	O
Merced	O
notable	O
me	O
hacéis	O
Pero	O
la	O
cena	O
tenéis	O
de	O
pagarnos	O
de	O
contado	O
contándonos	O
la	O
jornada	O
Como	O
supiere	O
lo	O
haré	O
y	O
muy	O
breve	O
aunque	O
ella	O
fue	O
grande	O
insigne	O
y	O
dilatada	O
como	O
suele	O
hacer	O
los	O
lejos	O
la	O
pintura	O
o	O
perspectiva	O
o	O
como	O
ciudad	O
altiva	O
se	O
ve	O
en	O
pequeños	O
espejos	O
Al	O
católico	O
Felipe	O
y	O
a	O
la	O
bellísima	O
Reina	O
entrando	O
en	O
San	B-LOC
Sebastián	I-LOC
recibió	O
gente	O
de	O
guerra	O
que	O
de	O
la	O
misma	O
provincia	O
como	O
al	O
fin	O
general	O
de	O
ella	O
juntó	O
don	O
Alonso	O
Idiáquez	O
el	O
que	O
a	O
Navarra	B-LOC
gobierna	O
Con	O
bizarros	O
capitanes	O
la	O
lucida	O
soldadesca	O
hizo	O
salva	O
al	O
sol	O
y	O
al	O
alba	O
en	O
forma	O
de	O
escuadrón	O
puesta	O
Entró	O
en	O
la	O
villa	O
de	O
noche	O
cuyo	O
castillo	O
y	O
sus	O
piezas	O
pusieron	O
al	O
mar	O
temor	O
y	O
estremecieron	O
la	O
tierra	O
Subió	O
a	O
verle	O
una	O
mañana	O
y	O
como	O
entre	O
sus	O
almenas	O
le	O
vio	O
el	O
mar	O
dicen	O
que	O
al	O
muro	O
bajó	O
humilde	O
la	O
cabeza	O
y	O
dijo	O
«Para	O
los	O
mares	O
que	O
tus	O
pies	O
Felipe	O
besan	O
yo	O
soy	O
una	O
gota	O
de	O
agua	O
cifra	O
soy	O
de	O
tu	O
grandeza»	O
Partiose	O
a	O
Fuenterrabía	B-LOC
y	O
de	O
una	O
barca	O
pequeña	O
hizo	O
el	O
pasaje	O
a	O
la	O
Luna	O
y	O
al	O
Sol	O
una	O
corta	O
esfera	O
Mas	O
deteniéndose	O
en	O
esto	O
nubes	O
de	O
envidia	O
comienzan	O
Parte	O
XI	O
a	O
dar	O
a	O
la	O
escura	O
noche	O
mares	O
de	O
agua	O
por	O
estrellas	O
de	O
suerte	O
que	O
el	O
Sol	O
de	O
España	B-LOC
perdió	O
el	O
camino	O
y	O
pudiera	O
perderse	O
más	O
si	O
faltaran	O
dos	O
ángeles	O
que	O
le	O
cercan	O
Toda	O
la	O
noche	O
formaron	O
los	O
coches	O
por	O
varias	O
sendas	O
una	O
ciudad	O
del	O
diluvio	O
entre	O
árboles	O
y	O
piedras	O
A	O
las	O
once	O
en	O
fin	O
entró	O
la	O
salva	O
a	O
las	O
nubes	O
vuela	O
a	O
castigarlas	O
con	O
humo	O
lo	O
que	O
con	O
las	O
aguas	O
pecan	O
Hubo	O
Consejo	O
de	O
Estado	O
por	O
la	O
mañana	O
y	O
la	O
puerta	O
se	O
dio	O
a	O
los	O
franceses	O
franca	O
que	O
admiraron	O
la	O
grandeza	O
del	O
Duque	O
y	O
la	O
ostentación	O
de	O
aparadores	O
y	O
mesas	O
porque	O
fue	O
todo	O
el	O
camino	O
tan	O
grande	O
que	O
se	O
confiesan	O
vencidos	O
Cleopatra	O
Antonio	O
Jerjes	O
Alejandro	O
y	O
César	O
El	O
obispo	O
de	O
Bayona	O
y	O
otra	O
francesa	O
nobleza	O
que	O
a	O
la	O
Luna	O
el	O
pie	O
besaron	O
trataron	O
de	O
las	O
entregas	O
Mas	O
Su	O
Majestad	O
que	O
estuvo	O
hasta	O
las	O
doce	O
con	O
ella	O
liseo	O
marcelo	O
liseo	O
marcelo	O
liseo	O
marcelo	O
salió	O
a	O
cenar	O
con	O
indicios	O
del	O
dolor	O
de	O
tanta	O
ausencia	O
Partió	O
a	O
Burgos	B-LOC
y	O
con	O
él	O
fue	O
el	O
de	O
Velada	O
Lisera	O
Flores	O
de	O
Ávila	O
Almazán	O
y	O
el	O
de	O
San	O
Román	O
Qué	O
pena	O
llevarían	O
de	O
sus	O
galas	O
Tiempo	O
y	O
ocasión	O
les	O
queda	O
para	O
mostrallas	O
en	O
Burgos	B-LOC
En	O
fin	O
a	O
las	O
diez	O
la	O
Reina	O
partió	O
a	O
Irún	B-LOC
donde	O
comió	O
y	O
se	O
juntó	O
la	O
riqueza	O
de	O
grandes	O
títulos	O
guardas	O
y	O
de	O
la	O
gente	O
de	O
guerra	O
Quién	O
fueron	O
los	O
que	O
se	O
hallaron	O
para	O
acompañarla	O
Tiembla	O
la	O
imaginación	O
Liseo	O
ansí	O
por	O
tanta	O
grandeza	O
como	O
porque	O
justamente	O
todos	O
formarán	O
mil	O
quejas	O
Mas	O
remitiendo	O
a	O
los	O
libros	O
que	O
difusamente	O
puedan	O
celebrarlos	O
oid	O
la	O
cifra	O
Esa	O
es	O
disculpa	O
y	O
prudencia	O
Cabeza	O
de	O
esta	O
jornada	O
era	O
el	O
gran	O
duque	O
de	O
Uceda	O
con	O
poderes	O
y	O
recados	O
que	O
trajo	O
desde	O
Briviesca	B-LOC
príncipe	O
que	O
si	O
la	O
fama	O
contase	O
sus	O
excelencias	O
faltaría	O
tiempo	O
al	O
tiempo	O
y	O
a	O
la	O
edad	O
plumas	O
y	O
lenguas	O
liseo	O
marcelo	O
Gorguerán	O
pardo	O
vistió	O
cuajado	O
de	O
oro	O
no	O
sepas	O
más	O
de	O
que	O
tuvo	O
el	O
vestido	O
cuarenta	O
libras	O
de	O
perlas	O
Cien	O
mil	O
ducados	O
valía	O
el	O
cintillo	O
Bravas	O
piezas	O
Qué	O
caballo	O
Rucio	O
y	O
tal	O
que	O
copete	O
y	O
clin	O
pudieran	O
como	O
quisiera	O
esconderse	O
envolverle	O
en	O
blancas	O
cerdas	O
El	O
obispo	O
de	O
Pamplona	B-LOC
que	O
acompañaba	O
a	O
la	O
Reina	O
el	O
Almirante	O
gallardo	O
el	O
galán	O
duque	O
de	O
Cea	O
cuyas	O
galas	O
son	O
sus	O
años	O
que	O
más	O
se	O
envidian	O
y	O
precian	O
El	O
duque	O
de	O
Sessa	O
Paras	O
En	O
Sessa	O
mi	O
lengua	O
cesa	O
porque	O
siendo	O
dueño	O
mío	O
dirán	O
que	O
es	O
de	O
amor	O
licencia	O
Mas	O
tiempo	O
me	O
queda	O
a	O
mí	O
en	O
que	O
celebrarle	O
pueda	O
sin	O
que	O
parezca	O
lisonja	O
De	O
mala	O
gana	O
le	O
dejas	O
Es	O
puerto	O
de	O
mis	O
fortunas	O
y	O
de	O
mi	O
remedio	O
puerta	O
donde	O
puso	O
mi	O
esperanza	O
con	O
pluma	O
de	O
oro	O
aquí	O
cesan	O
Para	O
el	O
duque	O
de	O
Pastrana	O
Parte	O
XI	O
liseo	O
marcelo	O
liseo	O
marcelo	O
liseo	O
marcelo	O
si	O
tú	O
no	O
le	O
conocieras	O
hurtara	O
flores	O
al	O
campo	O
volviose	O
la	O
silva	O
en	O
selva	O
El	O
duque	O
de	O
Peñaranda	O
de	O
cuyo	O
padre	O
se	O
acuerdan	O
repúblicas	O
en	O
la	O
paz	O
ejércitos	O
en	O
la	O
guerra	O
El	O
de	O
Maqueda	O
de	O
quien	O
dicen	O
que	O
el	O
África	B-LOC
tiembla	O
mas	O
viéndole	O
tan	O
galán	O
asegurará	O
sus	O
fuerzas	O
Bien	O
El	O
conde	O
de	O
Altamira	O
hoy	O
la	O
puso	O
en	O
las	O
estrellas	O
y	O
el	O
mayordomo	O
mayor	O
que	O
la	O
Reina	O
a	O
Francia	B-LOC
lleva	O
duque	O
de	O
Monteleón	O
Mas	O
mirad	O
musas	O
que	O
llega	O
el	O
gran	O
conde	O
de	O
Saldaña	O
el	O
rayo	O
del	O
sol	O
de	O
Lerma	O
Dadme	O
versos	O
dadme	O
flores	O
y	O
vosotros	O
verdes	O
vegas	O
de	O
Osuna	O
alegraos	O
de	O
ver	O
que	O
Peña	O
tan	O
Fiel	O
suceda	O
a	O
tales	O
padres	O
y	O
abuelos	O
Qué	O
galas	O
Las	O
que	O
al	O
sol	O
cercan	O
cuando	O
en	O
el	O
oriente	O
sale	O
y	O
el	O
de	O
la	O
Laguna	O
Cerda	O
que	O
ya	O
fue	O
real	O
corona	O
el	O
de	O
Olivares	O
no	O
deja	O
liseo	O
marcelo	O
Parte	O
XI	O
liseo	O
marcelo	O
pluma	O
ni	O
lengua	O
a	O
la	O
fama	O
con	O
ser	O
diamantes	O
sus	O
lenguas	O
El	O
de	O
Povar	O
Mirabel	O
Paredes	O
y	O
Santisteban	O
Barajas	O
Arcos	O
y	O
Castro	O
Camarasa	O
y	O
Siete	O
Iglesias	O
capitanes	O
de	O
las	O
guardas	O
españolas	O
y	O
tudescas	O
el	O
conde	O
de	O
Villamor	O
bizarro	O
en	O
cualquiera	O
empresa	O
Cantillana	O
que	O
hasta	O
Francia	B-LOC
llevó	O
española	O
firmeza	O
el	O
Comendador	O
Mayor	O
de	O
la	O
gran	O
cruz	O
de	O
Montesa	O
y	O
del	O
Consejo	O
de	O
Estado	O
el	O
que	O
en	O
mil	O
reinos	O
celebran	O
Quién	O
don	O
Agustín	O
Mejía	O
y	O
del	O
Consejo	O
de	O
Guerra	O
don	O
Diego	O
Brochero	O
a	O
quien	O
Malta	O
con	O
razón	O
laurea	O
don	O
Pedro	O
Pacheco	O
ilustre	O
y	O
insigne	O
en	O
gobierno	O
y	O
letras	O
don	O
Fernando	O
el	O
de	O
Carrillo	O
presidente	O
en	O
el	O
de	O
Hacienda	O
Gil	O
Ramírez	O
de	O
Arellano	O
tan	O
ilustre	O
en	O
la	O
nobleza	O
como	O
en	O
letras	O
y	O
virtud	O
y	O
tan	O
claro	O
en	O
todas	O
ellas	O
el	O
gran	O
padre	O
confesor	O
a	O
quien	O
España	B-LOC
venera	O
liseo	O
marcelo	O
liseo	O
marcelo	O
liseo	O
marcelo	O
por	O
único	O
religioso	O
tanto	O
las	O
honras	O
desprecia	O
al	O
cuidado	O
del	O
alcalde	O
Francisco	O
Márquez	O
Gaceta	O
todos	O
confiesan	O
que	O
están	O
en	O
obligación	O
y	O
deuda	O
Lució	O
mucho	O
don	O
Antonio	O
Portocarrero	O
Pudiera	O
hacer	O
competencia	O
al	O
sol	O
Don	O
Juan	O
de	O
Córdoba	O
Llega	O
a	O
tenerla	O
de	O
sí	O
mismo	O
en	O
única	O
gentileza	O
Don	O
Diego	O
Chacón	O
Bizarro	O
con	O
don	O
Juan	O
de	O
Saavedra	O
que	O
allí	O
el	O
Galán	O
se	O
llamara	O
si	O
antes	O
el	O
galán	O
no	O
fuera	O
a	O
don	O
Francisco	O
de	O
Prado	O
dio	O
su	O
nombre	O
flores	O
bellas	O
de	O
don	O
Vicente	O
Zapata	O
de	O
don	O
Francisco	O
Brizuela	O
de	O
don	O
Fernando	O
Verdugo	O
y	O
de	O
otros	O
mil	O
si	O
me	O
diera	O
licencia	O
el	O
tiempo	O
yo	O
hablara	O
Mas	O
será	O
razón	O
que	O
sepas	O
que	O
don	O
Antonio	O
Beforte	O
que	O
los	O
arqueros	O
gobierna	O
fue	O
lucidísimo	O
en	O
todo	O
que	O
siempre	O
en	O
todo	O
se	O
estrema	O
Iba	O
don	O
Pedro	O
Carrillo	O
y	O
el	O
de	O
Pinto	O
y	O
Caracena	O
don	O
Antonio	O
de	O
Toledo	B-LOC
y	O
para	O
cerrar	O
la	O
cuenta	O
don	O
Bartolomé	O
Sarmiento	O
liseo	O
marcelo	O
Y	O
porque	O
si	O
algunos	O
quedan	O
no	O
presuman	O
que	O
es	O
malicia	O
les	O
doy	O
palabra	O
que	O
sean	O
brevemente	O
celebrados	O
Qué	O
dices	O
de	O
las	O
libreas	O
Si	O
en	O
eso	O
he	O
de	O
hablar	O
Liseo	O
primero	O
dará	O
la	O
rueda	O
del	O
cielo	O
la	O
vuelta	O
a	O
un	O
siglo	O
Mas	O
porque	O
la	O
entrega	O
entiendas	O
sabrás	O
que	O
divide	O
un	O
río	O
a	O
España	B-LOC
y	O
Francia	B-LOC
que	O
encuentra	O
bajando	O
de	O
las	O
montañas	O
del	O
mar	O
la	O
llena	O
marea	O
Las	O
dos	O
orillas	O
tenían	O
fabricadas	O
de	O
madera	O
dos	O
casas	O
con	O
mil	O
pinturas	O
y	O
gradas	O
en	O
torno	O
de	O
ellas	O
Con	O
ricas	O
tapicerías	O
estaban	O
los	O
dos	O
compuestas	O
y	O
un	O
dosel	O
en	O
cada	O
una	O
correspondiente	O
a	O
la	O
puerta	O
También	O
en	O
medio	O
del	O
agua	O
otras	O
dos	O
estaban	O
hechas	O
a	O
modo	O
de	O
cenadores	O
con	O
mil	O
